Country,Uri,Popularity,Title,Artist,Album/Single,Genre,Artist_followers,Explicit,Album,Release_date,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Genre_new,Days_since_release
Germany,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt,18.4,snitching,Pop Smoke - Quavo - Future,0,brooklyn drill,2441830,0,Shoot For The Stars Aim For The Moon,7/3/2020,8,19,0.944,0.579,8,-4.961,1,0.191,0.0381,0,0.253,0.769,135.033,259346,4,trap,134
Denmark,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt,165.05,snitching,Pop Smoke - Quavo - Future,0,brooklyn drill,2441830,0,Shoot For The Stars Aim For The Moon,7/3/2020,8,19,0.944,0.579,8,-4.961,1,0.191,0.0381,0,0.253,0.769,135.033,259346,4,trap,134
Finland,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt,24.8,snitching,Pop Smoke - Quavo - Future,0,brooklyn drill,2441830,0,Shoot For The Stars Aim For The Moon,7/3/2020,8,19,0.944,0.579,8,-4.961,1,0.191,0.0381,0,0.253,0.769,135.033,259346,4,trap,134
France,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt,224.3,snitching,Pop Smoke - Quavo - Future,0,brooklyn drill,2441830,0,Shoot For The Stars Aim For The Moon,7/3/2020,8,19,0.944,0.579,8,-4.961,1,0.191,0.0381,0,0.253,0.769,135.033,259346,4,trap,134
Ireland,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt,178.05,snitching,Pop Smoke - Quavo - Future,0,brooklyn drill,2441830,0,Shoot For The Stars Aim For The Moon,7/3/2020,8,19,0.944,0.579,8,-4.961,1,0.191,0.0381,0,0.253,0.769,135.033,259346,4,trap,134
Netherlands,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt,352.35,snitching,Pop Smoke - Quavo - Future,0,brooklyn drill,2441830,0,Shoot For The Stars Aim For The Moon,7/3/2020,8,19,0.944,0.579,8,-4.961,1,0.191,0.0381,0,0.253,0.769,135.033,259346,4,trap,134
Norway,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt,157.25,snitching,Pop Smoke - Quavo - Future,0,brooklyn drill,2441830,0,Shoot For The Stars Aim For The Moon,7/3/2020,8,19,0.944,0.579,8,-4.961,1,0.191,0.0381,0,0.253,0.769,135.033,259346,4,trap,134
New Zealand,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt,80.8,snitching,Pop Smoke - Quavo - Future,0,brooklyn drill,2441830,0,Shoot For The Stars Aim For The Moon,7/3/2020,8,19,0.944,0.579,8,-4.961,1,0.191,0.0381,0,0.253,0.769,135.033,259346,4,trap,134
Portugal,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt,148.1,snitching,Pop Smoke - Quavo - Future,0,brooklyn drill,2441830,0,Shoot For The Stars Aim For The Moon,7/3/2020,8,19,0.944,0.579,8,-4.961,1,0.191,0.0381,0,0.253,0.769,135.033,259346,4,trap,134
Sweden,https://open.spotify.com/track/2FhEj9lvEIaJihjFprRrGt,36.8,snitching,Pop Smoke - Quavo - Future,0,brooklyn drill,2441830,0,Shoot For The Stars Aim For The Moon,7/3/2020,8,19,0.944,0.579,8,-4.961,1,0.191,0.0381,0,0.253,0.769,135.033,259346,4,trap,134
Belgium,https://open.spotify.com/track/3hsDKoxHa6Ra9Z68UoZPAr,439.3,mojo,Zola,0,french hip hop,666069,0,Cicatrices,4/5/2019,3,16,0.944,0.542,0,-6.74,1,0.115,0.422,2.30E-05,0.229,0.48,133.936,175360,4,hip hop,589
Switzerland,https://open.spotify.com/track/3hsDKoxHa6Ra9Z68UoZPAr,471.4,mojo,Zola,0,french hip hop,666069,0,Cicatrices,4/5/2019,3,16,0.944,0.542,0,-6.74,1,0.115,0.422,2.30E-05,0.229,0.48,133.936,175360,4,hip hop,589
France,https://open.spotify.com/track/3hsDKoxHa6Ra9Z68UoZPAr,4286.95,mojo,Zola,0,french hip hop,666069,0,Cicatrices,4/5/2019,3,16,0.944,0.542,0,-6.74,1,0.115,0.422,2.30E-05,0.229,0.48,133.936,175360,4,hip hop,589
Turkey,https://open.spotify.com/track/3kyGlb9iNqhKJsS2WVNyzH,85299.7,demet akalın,Ben Fero,0,turkish trap,2027815,0,ORMAN KANUNLARI,2/20/2019,8,10,0.943,0.846,2,-4.025,1,0.212,0.0889,0,0.113,0.699,136.093,213841,4,rap,633
Denmark,https://open.spotify.com/track/36WtH8Q0oRjiEKSloNsNBA,102.4,twerk it like miley,Brandon Beal - Christopher,0,danish pop,31869,0,Truth,7/22/2016,4,11,0.943,0.411,11,-7.961,1,0.2,0.179,0,0.103,0.342,102.064,200280,4,pop,1567
USA,https://open.spotify.com/track/5EzL7hGT9g2Tvqsy158Lu9,2084.8,pussy talk,City Girls - Doja Cat,0,pop,991690,0,City On Lock,6/20/2020,5,15,0.943,0.641,1,-5.598,1,0.191,0.0016,0,0.211,0.242,99.099,218333,4,pop,147
Global,https://open.spotify.com/track/7vxGCUPJhe0fXfBkwVPFcP,96.65,really,DaBaby - Stunna 4 Vegas,0,north carolina hip hop,4807934,0,KIRK,9/27/2019,9,13,0.943,0.654,1,-5.175,1,0.274,0.0552,0,0.0893,0.608,100.091,139500,4,hip hop,414
USA,https://open.spotify.com/track/7vxGCUPJhe0fXfBkwVPFcP,817.35,really,DaBaby - Stunna 4 Vegas,0,north carolina hip hop,4807934,0,KIRK,9/27/2019,9,13,0.943,0.654,1,-5.175,1,0.274,0.0552,0,0.0893,0.608,100.091,139500,4,hip hop,414
Canada,https://open.spotify.com/track/7vxGCUPJhe0fXfBkwVPFcP,290.4,really,DaBaby - Stunna 4 Vegas,0,north carolina hip hop,4807934,0,KIRK,9/27/2019,9,13,0.943,0.654,1,-5.175,1,0.274,0.0552,0,0.0893,0.608,100.091,139500,4,hip hop,414
France,https://open.spotify.com/track/2XBE5Z5Oyic11qmAxMwqrH,30.4,wouuh,Dinos,0,french hip hop,181475,0,Taciturne,11/28/2019,7,15,0.943,0.525,0,-8.123,1,0.164,0.577,0.000648,0.152,0.293,123.033,130600,4,hip hop,352
UK,https://open.spotify.com/track/2hN5zu0d36ccHGHINeo1Mg,14857.7,mocking it,JAY1,0,uk hip hop,236860,0,One Wave,7/5/2019,2,9,0.943,0.507,10,-8.182,1,0.393,0.447,0,0.106,0.647,104.036,168853,4,hip hop,498
Ireland,https://open.spotify.com/track/2hN5zu0d36ccHGHINeo1Mg,1872.8,mocking it,JAY1,0,uk hip hop,236860,0,One Wave,7/5/2019,2,9,0.943,0.507,10,-8.182,1,0.393,0.447,0,0.106,0.647,104.036,168853,4,hip hop,498
France,https://open.spotify.com/track/11tJ3wDMnaehbDLHIrppT3,516.9,sur pépé,Jul,0,francoton,3127974,0,La zone en personne,12/7/2018,13,40,0.943,0.829,1,-5.711,1,0.158,0.259,0,0.0632,0.901,119.996,193988,4,indie,708
France,https://open.spotify.com/track/5u5shr8YQI2A4JAAuJbqMJ,1368.35,chasse à lhomme,Landy - Jul,0,francoton,340430,0,Assa Baing,3/8/2019,13,17,0.943,0.566,10,-5.59,0,0.089,0.355,0,0.1,0.673,128.996,210760,4,indie,617
Belgium,https://open.spotify.com/track/4FsEfCGYJXzJESGAxzTfXw,320.2,miami heat,Mister V,0,french hip hop,380390,0,MVP,1/31/2020,17,18,0.943,0.493,0,-8.16,1,0.182,0.0627,8.66E-05,0.0978,0.639,130.028,154827,4,hip hop,288
Switzerland,https://open.spotify.com/track/4FsEfCGYJXzJESGAxzTfXw,133.4,miami heat,Mister V,0,french hip hop,380390,0,MVP,1/31/2020,17,18,0.943,0.493,0,-8.16,1,0.182,0.0627,8.66E-05,0.0978,0.639,130.028,154827,4,hip hop,288
France,https://open.spotify.com/track/4FsEfCGYJXzJESGAxzTfXw,1857.55,miami heat,Mister V,0,french hip hop,380390,0,MVP,1/31/2020,17,18,0.943,0.493,0,-8.16,1,0.182,0.0627,8.66E-05,0.0978,0.639,130.028,154827,4,hip hop,288
Germany,https://open.spotify.com/track/09SzQ3PCyqZhBK5iqJiJ4m,162.4,knack den novo,Olexesh - AK AUSSERKONTROLLE,0,deep german hip hop,750077,0,Authentic Athletic 2,11/30/2018,6,32,0.943,0.732,2,-4.908,1,0.248,0.0106,0,0.0684,0.32,102.964,163507,4,hip hop,715
USA,https://open.spotify.com/track/5pHJv0bgNsT9nPoK2BjNBn,48,no time,Playboi Carti - Gunna,0,atl hip hop,4064479,0,Die Lit,5/11/2018,15,19,0.943,0.763,5,-5.568,0,0.158,0.0175,1.80E-05,0.114,0.225,139.969,219453,4,hip hop,918
Belgium,https://open.spotify.com/track/5oh1KtKBc77vdPprNWBWfn,374.8,jentertain,Vald,0,french hip hop,886092,0,XEU,2/2/2018,7,17,0.943,0.527,10,-8.603,0,0.488,0.0557,0,0.22,0.346,132.964,230267,4,hip hop,1016
Switzerland,https://open.spotify.com/track/5oh1KtKBc77vdPprNWBWfn,76.8,jentertain,Vald,0,french hip hop,886092,0,XEU,2/2/2018,7,17,0.943,0.527,10,-8.603,0,0.488,0.0557,0,0.22,0.346,132.964,230267,4,hip hop,1016
France,https://open.spotify.com/track/5oh1KtKBc77vdPprNWBWfn,2489.3,jentertain,Vald,0,french hip hop,886092,0,XEU,2/2/2018,7,17,0.943,0.527,10,-8.603,0,0.488,0.0557,0,0.22,0.346,132.964,230267,4,hip hop,1016
Global,https://open.spotify.com/track/6l26j7uCiDstBiYTuiaInV,85.6,in the dark,YG,0,cali rap,2387089,0,4REAL 4REAL,5/24/2019,3,14,0.943,0.261,0,-8.067,1,0.16,0.0045,0.0114,0.104,0.0635,102.001,191813,4,rap,540
USA,https://open.spotify.com/track/6l26j7uCiDstBiYTuiaInV,815.9,in the dark,YG,0,cali rap,2387089,0,4REAL 4REAL,5/24/2019,3,14,0.943,0.261,0,-8.067,1,0.16,0.0045,0.0114,0.104,0.0635,102.001,191813,4,rap,540
Canada,https://open.spotify.com/track/6l26j7uCiDstBiYTuiaInV,978.6,in the dark,YG,0,cali rap,2387089,0,4REAL 4REAL,5/24/2019,3,14,0.943,0.261,0,-8.067,1,0.16,0.0045,0.0114,0.104,0.0635,102.001,191813,4,rap,540
Germany,https://open.spotify.com/track/2immYCdHEUsU7yomneFMcr,69.6,reich oder tot,AK AUSSERKONTROLLE - Kontra K,0,german hip hop,619849,0,A.S.S.N. 2,8/21/2020,7,16,0.942,0.59,0,-6.538,1,0.256,0.0226,0.00813,0.0568,0.924,115.967,182442,4,hip hop,85
Norway,https://open.spotify.com/track/0v6L0IaWRSVwMPsbqhxoZ7,39.2,generous,Olivia Holt,1,post-teen pop,904353,1,Generous,9/22/2017,1,1,0.983,0.743,9,-5.794,1,0.0733,0.0712,2.94E-06,0.0867,0.896,118.052,230385,4,pop,1149
Taiwan,https://open.spotify.com/track/0v6L0IaWRSVwMPsbqhxoZ7,20.8,generous,Olivia Holt,1,post-teen pop,904353,1,Generous,9/22/2017,1,1,0.983,0.743,9,-5.794,1,0.0733,0.0712,2.94E-06,0.0867,0.896,118.052,230385,4,pop,1149
Colombia,https://open.spotify.com/track/4a5nDDqiQX6a79ukmrJmGY,74.4,enseñame a soñar - original mix,DJ Goozo - Massianello - Susan Díaz,1,circuit,8616,1,Enseñame a Soñar,7/19/2019,1,1,0.979,0.923,3,-4.101,1,0.0759,0.0364,0.157,0.0735,0.253,128.029,240019,4,else,484
Austria,https://open.spotify.com/track/357cjrPjHMkw2ge27ZHqAf,71.2,sie will zu mir,Yung Hurn,1,german hip hop,326465,1,Sie will zu mir,12/21/2018,1,1,0.975,0.517,2,-8.415,1,0.125,0.117,1.20E-05,0.125,0.665,130.02,184615,4,hip hop,694
Netherlands,https://open.spotify.com/track/3Xhja7VmQSQyFrXaXIMJuc,57.6,freak in the weekend - instrumental,Frenna - Priceless,1,dutch hip hop,436264,1,Freak In The Weekend,11/16/2018,2,2,0.974,0.325,2,-10.458,0,0.119,0.00773,0.635,0.102,0.643,119.967,196092,4,hip hop,729
New Zealand,https://open.spotify.com/track/4d2tgzpNhQO8HIxC4YLnBe,21107.6,in the air,L.A.B.,1,nz reggae,60018,1,In The Air,8/14/2020,1,1,0.974,0.669,9,-8.337,0,0.0443,0.112,0.0011,0.0797,0.967,117.997,252145,4,reggae,92
Brazil,https://open.spotify.com/track/75E2xyRjYAsmjfDeAwdW0D,8339.7,popotão grandão,Mc Neguinho do ITR,1,funk carioca,564867,1,Popotão Grandão,1/3/2018,1,1,0.974,0.365,6,-7.373,1,0.0672,0.651,0.00272,0.0741,0.862,130.023,132923,4,funk,1046
Argentina,https://open.spotify.com/track/66TqyIw4lqniQu62cbMfyz,629.55,tumbando el club,0-600 - Neo Pistea - C.R.O - Mike Southside - Coqeéin Montana,1,argentine hip hop,57570,1,"Tumbando El Club (feat. C.R.O., Mike Southside & Coqeein Montana)",9/25/2017,1,1,0.971,0.786,10,-3.93,0,0.0523,0.37,7.65E-05,0.0978,0.694,121.948,315738,4,hip hop,1146
Belgium,https://open.spotify.com/track/6x8j5V85ZJHtvOSjSamcVc,7278,afro trap pt. 7,MHD,1,francoton,1408714,1,Afro Trap Part. 7 (La puissance),12/23/2016,1,1,0.971,0.796,8,-5.731,0,0.306,0.0871,0,0.139,0.821,120.039,140078,4,indie,1413
Switzerland,https://open.spotify.com/track/6x8j5V85ZJHtvOSjSamcVc,7693.05,afro trap pt. 7,MHD,1,francoton,1408714,1,Afro Trap Part. 7 (La puissance),12/23/2016,1,1,0.971,0.796,8,-5.731,0,0.306,0.0871,0,0.139,0.821,120.039,140078,4,indie,1413
France,https://open.spotify.com/track/6x8j5V85ZJHtvOSjSamcVc,31220.65,afro trap pt. 7,MHD,1,francoton,1408714,1,Afro Trap Part. 7 (La puissance),12/23/2016,1,1,0.971,0.796,8,-5.731,0,0.306,0.0871,0,0.139,0.821,120.039,140078,4,indie,1413
Netherlands,https://open.spotify.com/track/6x8j5V85ZJHtvOSjSamcVc,6544.3,afro trap pt. 7,MHD,1,francoton,1408714,1,Afro Trap Part. 7 (La puissance),12/23/2016,1,1,0.971,0.796,8,-5.731,0,0.306,0.0871,0,0.139,0.821,120.039,140078,4,indie,1413
Denmark,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD,4267.9,bando,ANNA,1,italian hip hop,51615,1,Bando,1/31/2020,1,1,0.97,0.739,10,-4.917,0,0.295,0.155,0,0.111,0.414,120.061,168000,4,hip hop,288
Italy,https://open.spotify.com/track/0kzGjSRHGVcaWxagzQwAyD,39182.15,bando,ANNA,1,italian hip hop,51615,1,Bando,1/31/2020,1,1,0.97,0.739,10,-4.917,0,0.295,0.155,0,0.111,0.414,120.061,168000,4,hip hop,288
Taiwan,https://open.spotify.com/track/3pPbCFLEDFQH6EEuzmpuep,116.8,great heights,Christiana Berenguer,1,n-a,369,1,Great Heights,7/10/2017,1,1,0.97,0.705,0,-5.463,0,0.0716,0.146,9.05E-05,0.121,0.725,109.972,190500,4,else,1223
Spain,https://open.spotify.com/track/7d9ybTfliQ5iOJB0i364OS,12,trap pea,El Alfa - Tyga,1,dembow,1276154,1,Trap Pea,8/20/2020,1,1,0.969,0.889,4,-2,1,0.202,0.0083,0.00214,0.134,0.626,117.009,228462,4,reggaeton,86
Denmark,https://open.spotify.com/track/7DPtHlTqIBq1PefgCraLYI,6094.75,nu her,Benal,1,danish hip hop,21127,1,Nu Her,4/6/2018,1,1,0.967,0.7,0,-6.204,1,0.1,0.378,1.98E-06,0.321,0.654,115.968,242269,4,hip hop,953
Brazil,https://open.spotify.com/track/4SdTyIjA6FuADAN9W8sZjq,10.4,bumbum granada,MC's Zaac - Jerry Smith,1,n-a,3000,1,Bumbum granada,12/1/2017,1,1,0.967,0.836,1,-1.264,0,0.133,0.278,8.50E-05,0.11,0.162,130.028,187462,4,else,1079
Chile,https://open.spotify.com/track/3ZqYV9HnAVVdMB4TjO8RBx,3792.1,te llame borracho,Jon Z - Darkiel - Boy Wonder CF,1,reggaeton,2513602,1,Te Llame Borracho,1/19/2018,1,1,0.965,0.508,2,-5.94,1,0.188,0.256,0,0.125,0.19,123.082,198282,4,reggaeton,1030
Brazil,https://open.spotify.com/track/4SCH5CuivFcShLpTg8lYOf,7313.25,bumbum granada,Mc's Zaac & Jerry Smith,1,brega funk,509774,1,Bumbum Granada,4/29/2016,1,1,0.965,0.811,1,-1.756,0,0.134,0.314,0.000148,0.187,0.161,130.015,187925,4,funk,1651
Brazil,https://open.spotify.com/track/4Tbzfb4LmjxctKOTPfgWGV,4473.45,vou falar pra tu,Jerry Smith,1,brega funk,884818,1,Vou Falar Pra Tu,8/3/2018,1,1,0.964,0.329,5,-0.355,1,0.0922,0.038,0,0.111,0.563,130.01,147795,4,funk,834
Brazil,https://open.spotify.com/track/4RuvPSCJ7xvRVOxiFBUt9B,220,tchuk tchuk,Mc Gui - MC THD,1,funk ostentacao,552716,1,Tchuk Tchuk,10/7/2016,1,1,0.964,0.738,8,-3.454,1,0.129,0.227,0,0.0809,0.843,130.068,195686,4,funk,1490
Sweden,https://open.spotify.com/track/122bNfNwMNuI5hRGlMcr2V,2075.65,terapi,Miss Li,1,classic swedish pop,123720,1,Terapi,10/2/2020,1,2,0.964,0.607,11,-4.879,1,0.131,0.0989,0,0.0411,0.861,109.988,158914,4,pop,43
Finland,https://open.spotify.com/track/0hCcoODav6ANUDe4WNZxjK,1201.1,kuplii,Töölön Ketterä - VG+,1,finnish dance pop,5653,1,Kuplii (feat. VG+),4/27/2017,1,1,0.964,0.742,11,-6.68,0,0.0991,0.121,3.28E-05,0.0631,0.9,121.019,186690,4,pop,1294
Finland,https://open.spotify.com/track/1m6OKxDyKgvIrln6e8c72Y,31259.4,tempo,BESS,1,finnish dance pop,4124,1,Tempo,5/17/2017,1,1,0.962,0.768,7,-4.936,0,0.042,0.226,0.507,0.0765,0.748,127.984,193018,4,pop,1274
Brazil,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,40502.4,na raba toma tapão,Niack,1,funk carioca,143486,1,Na Raba Toma Tapão,6/6/2020,1,1,0.962,0.787,3,1.509,0,0.0554,0.666,5.74E-05,0.176,0.968,130.003,165231,4,funk,161
Portugal,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe,13845.5,na raba toma tapão,Niack,1,funk carioca,143486,1,Na Raba Toma Tapão,6/6/2020,1,1,0.962,0.787,3,1.509,0,0.0554,0.666,5.74E-05,0.176,0.968,130.003,165231,4,funk,161
Global,https://open.spotify.com/track/57zQSScHq19ztrMnjWCPBI,625.6,na raba toma tapão,Niack,1,funk carioca,1157,1,Na Raba Toma Tapão,4/5/2020,1,1,0.962,0.787,3,1.509,0,0.0554,0.666,5.74E-05,0.176,0.968,130.003,165231,4,funk,223
Netherlands,https://open.spotify.com/track/3UXUL3IGNHmZnpg0enver4,1595.55,voilà,Mensa,1,dutch drill,8438,1,Voilà,8/21/2019,1,1,0.961,0.553,11,-4.122,0,0.235,0.217,1.87E-06,0.173,0.567,119.031,124664,4,trap,451
Portugal,https://open.spotify.com/track/6dFaNg7FvSz5y2hzYFJIIi,501.5,gyallis,Richie Campbell,1,hip hop tuga,167917,1,Come quarantine w me,4/6/2020,3,3,0.961,0.556,8,-7.346,0,0.121,0.231,0,0.273,0.585,127.976,216658,4,hip hop,222
Austria,https://open.spotify.com/track/09XOwsUP9NdJItSjZ6Mh4i,56,elle,Twony,1,n-a,10,1,Elle,10/2/2020,1,1,0.961,0.231,1,-15.022,0,0.151,0.249,0.00542,0.103,0.0739,115.955,103918,4,else,43
Sweden,https://open.spotify.com/track/22eSlcMUCvdx126aiXbces,40,chicago‬‬,Vigiland,1,dance pop,244936,1,Chicago,1/3/2020,1,1,0.961,0.491,9,-6.264,0,0.0644,0.00362,0.0159,0.119,0.586,124.074,141113,4,pop,316
Italy,https://open.spotify.com/track/2F9IRegRhaAFfSuYF03N90,7208.2,napapijri,Samuel Heron - Sick Luke,1,italian hip hop,200942,1,Napapijri (Feat. ???),3/23/2018,1,1,0.959,0.356,0,-8.885,1,0.277,0.312,0,0.0676,0.611,112.018,136339,4,hip hop,967
Spain,https://open.spotify.com/track/4hgIsfE3u7duCJFYXm6kZe,17717.75,a güiro,Rafa Pabön,1,reggaeton,93762,1,A Güiro,4/23/2020,1,1,0.958,0.581,4,-5.424,0,0.134,0.185,0.0707,0.0282,0.902,120.026,163250,4,reggaeton,205
Italy,https://open.spotify.com/track/4hgIsfE3u7duCJFYXm6kZe,1132,a güiro,Rafa Pabön,1,reggaeton,93762,1,A Güiro,4/23/2020,1,1,0.958,0.581,4,-5.424,0,0.134,0.185,0.0707,0.0282,0.902,120.026,163250,4,reggaeton,205
Poland,https://open.spotify.com/track/3fLQygEvPGElJyAUGeNqQ9,1393.6,jagodzianki,Abel de Jong - Mr. Polska - Malik Montana,1,polish hip hop,1312,1,Jagodzianki (prod.by Abel de Jong),1/1/2019,1,1,0.957,0.663,9,-10.458,0,0.283,0.295,2.41E-06,0.217,0.805,126.985,160630,4,hip hop,683
Finland,https://open.spotify.com/track/0S4L6NE73zybaDIZm9WL4j,7156.4,en pysty lopettaa,BESS,1,finnish dance pop,4124,1,En Pysty Lopettaa,2/10/2017,1,1,0.957,0.64,11,-4.588,0,0.152,0.0899,0.0333,0.203,0.805,111.986,188333,4,pop,1369
Poland,https://open.spotify.com/track/2Zu0RM1e8qBQDfVIm072ki,49349.6,jagodzianki,Malik Montana - Mr. Polska - Abel de Jong,1,polish hip hop,483524,1,Jagodzianki (prod.by Abel de Jong),4/5/2019,1,1,0.957,0.664,9,-10.458,0,0.283,0.295,2.41E-06,0.217,0.805,126.986,160630,4,hip hop,589
Sweden,https://open.spotify.com/track/0hSuj4xWYmMFq1Lmyf71tJ,304.8,зын зын,Bolat Nurimov,1,kazakh pop,933,1,Зын Зын,10/6/2017,1,1,0.954,0.609,11,-9.883,1,0.177,0.00544,0.007,0.133,0.787,119.995,151000,4,pop,1135
Brazil,https://open.spotify.com/track/5UozeQwsAUQ2D0o3dchDeS,1193.8,o pai tá livre,Jerry Smith,1,brega funk,884818,1,O Pai Tá Livre,6/21/2019,1,1,0.954,0.613,3,-5.771,1,0.183,0.503,0,0.083,0.884,130.032,150670,4,funk,512
Netherlands,https://open.spotify.com/track/0tHQNJwaKqwjL0G9VMGSD8,20.8,geen reet,MEROL - Bokoesam,1,dutch pop,14195,1,geen reet,6/7/2019,1,1,0.954,0.419,0,-9.008,0,0.134,0.267,1.14E-05,0.177,0.73,108.006,173480,4,pop,526
Finland,https://open.spotify.com/track/4kZSnbtDtJVEoU1ffT5CcM,15.2,зын,Bolat Nurimov,1,kazakh pop,933,1,Зын,10/6/2017,1,1,0.953,0.615,11,-9.999,1,0.183,0.00777,0.00892,0.16,0.738,120,151066,4,pop,1135
Sweden,https://open.spotify.com/track/4kZSnbtDtJVEoU1ffT5CcM,1391.45,зын,Bolat Nurimov,1,kazakh pop,933,1,Зын,10/6/2017,1,1,0.953,0.615,11,-9.999,1,0.183,0.00777,0.00892,0.16,0.738,120,151066,4,pop,1135
Philippines,https://open.spotify.com/track/7rQ7daaKRFhCz0TgFgAzU2,8214.95,sidekick,Dawin,1,nyc pop,207581,1,Sunday,7/29/2016,4,4,0.953,0.686,7,-4.404,1,0.0513,0.074,0,0.0578,0.722,128.006,189280,4,pop,1560
Philippines,https://open.spotify.com/track/19AlSgwI1midC2PU1TDkeF,44,pekeng kaibigan,Geo Ong,1,pinoy alternative rap,164837,1,Pekeng Kaibigan,2/11/2019,1,1,0.953,0.58,4,-9.069,1,0.187,0.315,0,0.108,0.765,126.057,249085,4,rap,642
Global,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,18598.25,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
USA,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,16801.05,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
UK,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,15630.65,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
Argentina,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,9547.55,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
Austria,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,13289.8,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
Australia,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,23430.75,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
Belgium,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,14101.25,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
Brazil,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,15295.85,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
Canada,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,18517.65,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
Switzerland,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,14409.95,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
Chile,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,6792.95,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
Colombia,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,10607.65,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
Costa Rica,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,10273.4,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
Germany,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23,10811.9,bad liar,Selena Gomez,1,dance pop,23289724,1,Bad Liar,5/18/2017,1,1,0.953,0.41,1,-6.543,1,0.0705,0.175,0,0.0768,0.718,121.074,214648,4,pop,1273
